Id,Weekly_Sales
11_49_2012-12-28,9271.455300000005
11_49_2013-01-04,8871.285199999991
11_49_2013-01-11,9612.608699999993
11_49_2013-01-18,9015.882899999995
11_49_2013-01-25,9630.074299999991
11_49_2013-02-01,12316.379999999981
11_49_2013-02-08,10710.855399999993
11_49_2013-02-15,11118.042799999985
11_49_2013-02-22,10811.05599999999
11_49_2013-03-01,9879.744299999995
11_49_2013-03-08,11809.555399999985
11_49_2013-03-15,9168.893999999997
11_49_2013-03-22,9429.7564
11_49_2013-03-29,8983.268000000002
11_49_2013-04-05,8151.3004
11_49_2013-04-12,8201.911600000003
11_49_2013-04-19,8224.821499999998
11_49_2013-04-26,8248.344899999996
11_49_2013-05-03,7705.709999999999
11_49_2013-05-10,8890.6195
11_49_2013-05-17,7965.669800000004
11_49_2013-05-24,7778.682400000003
11_49_2013-05-31,7549.4679999999935
11_49_2013-06-07,7807.309200000002
11_49_2013-06-14,7741.776800000001
11_49_2013-06-21,6936.134099999999
11_49_2013-06-28,8031.674799999999
11_49_2013-07-05,8254.048000000003
11_49_2013-07-12,7811.812600000004
11_49_2013-07-19,7318.8894999999975
11_49_2013-07-26,7923.518300000004
11_52_2012-11-02,4050.7841999999982
11_52_2012-11-09,3411.1659999999997
11_52_2012-11-16,3626.8282999999974
11_52_2012-11-23,3576.0063
11_52_2012-11-30,3275.6872
11_52_2012-12-07,3760.189699999997
11_52_2012-12-14,3700.891200000004
11_52_2012-12-21,3886.7358000000027
11_52_2012-12-28,3017.511299999997
11_52_2013-01-04,1797.3557999999987
11_52_2013-01-11,2761.271699999997
11_52_2013-01-18,2992.1073999999994
11_52_2013-01-25,3257.1728000000007
11_52_2013-02-01,3274.080499999998
11_52_2013-02-08,3387.719000000002
11_52_2013-02-15,3347.742699999999
11_52_2013-02-22,3545.8547999999964
11_52_2013-03-01,3107.171799999998
11_52_2013-03-08,3181.709199999996
11_52_2013-03-15,2996.8596999999986
11_52_2013-03-22,2987.188
11_52_2013-03-29,2940.6657999999984
11_52_2013-04-05,3389.7989999999986
11_52_2013-04-12,2972.3914999999993
11_52_2013-04-19,3113.604399999999
11_52_2013-04-26,3074.5309000000007
11_52_2013-05-03,3099.6487999999995
11_52_2013-05-10,3196.5879000000004
11_52_2013-05-17,3126.3575000000005
11_52_2013-05-24,2999.923000000001
11_52_2013-05-31,2872.7722000000003
11_52_2013-06-07,2937.0334000000016
11_52_2013-06-14,2882.95
11_52_2013-06-21,2906.957600000001
11_52_2013-06-28,2776.6962000000017
11_52_2013-07-05,2750.388199999999
11_52_2013-07-12,2700.358900000002
11_52_2013-07-19,2400.3999999999987
11_52_2013-07-26,2646.0632000000014
11_54_2012-11-02,59.405999999999985
11_54_2012-11-09,56.55920000000001
11_54_2012-11-16,51.142199999999995
11_54_2012-11-23,108.44800000000008
11_54_2012-11-30,73.85220000000005
11_54_2012-12-07,82.32640000000004
11_54_2012-12-14,209.01359999999997
11_54_2012-12-21,227.8889999999999
11_54_2012-12-28,141.40139999999988
11_54_2013-01-04,81.0878
11_54_2013-01-11,98.6734
11_54_2013-01-25,77.08
11_54_2013-02-01,65.3916000000001
11_54_2013-02-08,101.45580000000004
11_54_2013-02-15,88.64720000000007
11_54_2013-02-22,79.65940000000006
11_54_2013-03-01,90.22540000000006
11_54_2013-03-08,67.66580000000008
11_54_2013-03-15,75.46720000000003
11_54_2013-03-22,52.62760000000001
11_54_2013-04-05,71.98800000000007
11_54_2013-04-12,79.47300000000007
11_54_2013-04-19,72.42320000000005
11_54_2013-04-26,165.59759999999991
11_54_2013-05-03,64.91740000000006
11_54_2013-05-10,44.34600000000003
11_54_2013-05-17,55.239600000000046
11_54_2013-05-24,54.574200000000026
11_54_2013-05-31,164.15959999999993
11_54_2013-06-07,42.660000000000046
11_54_2013-06-21,52.55860000000007
11_54_2013-06-28,63.74920000000004
11_54_2013-07-05,45.99600000000004
11_54_2013-07-12,57.20420000000004
11_54_2013-07-26,86.49280000000005
11_55_2012-11-02,25787.3187
11_55_2012-11-09,17542.341799999984
11_55_2012-11-16,20389.645199999974
11_55_2012-11-23,37281.487999999976
11_55_2012-11-30,16492.773499999985
11_55_2012-12-07,23473.05339999999
11_55_2012-12-14,37942.899800000036
11_55_2012-12-21,43259.1993
11_55_2012-12-28,23292.47310000003
11_55_2013-01-04,10889.058799999993
11_55_2013-01-11,10767.036999999997
11_55_2013-01-18,10011.706599999994
11_55_2013-01-25,8738.28869999999
11_55_2013-02-01,11686.387799999995
11_55_2013-02-08,13148.573799999996
11_55_2013-02-15,12809.701100000004
11_55_2013-02-22,12516.81860000001
11_55_2013-03-01,12030.046300000002
11_55_2013-03-08,12339.389299999997
11_55_2013-03-15,11177.4228
11_55_2013-03-22,10406.890199999998
11_55_2013-03-29,11369.937800000003
11_55_2013-04-05,12243.653400000003
11_55_2013-04-12,9506.115700000002
11_55_2013-04-19,8855.302099999999
11_55_2013-04-26,10725.131199999996
11_55_2013-05-03,9704.2615
11_55_2013-05-10,10081.374899999997
11_55_2013-05-17,9650.188799999993
11_55_2013-05-24,9287.929499999993
11_55_2013-05-31,8927.9613
11_55_2013-06-07,8741.492899999988
11_55_2013-06-14,9084.043699999998
11_55_2013-06-21,9006.24679999999
11_55_2013-06-28,8811.435600000003
11_55_2013-07-05,8689.254999999994
11_55_2013-07-12,8691.86729999999
11_55_2013-07-19,9849.134299999989
11_55_2013-07-26,8789.191299999999
11_56_2012-11-02,1211.0411000000008
11_56_2012-11-09,1146.9912000000013
11_56_2012-11-16,1252.5312000000013
11_56_2012-11-23,2985.0661999999993
11_56_2012-11-30,1415.9410000000023
11_56_2012-12-07,4327.706500000001
11_56_2012-12-14,4420.697799999999
11_56_2012-12-21,4361.0265
11_56_2012-12-28,550.3020999999997
11_56_2013-01-04,683.5192999999995
11_56_2013-01-11,1115.6592999999991
11_56_2013-01-18,1386.9941999999992
11_56_2013-01-25,1378.4127999999992
11_56_2013-02-01,2949.2686000000017
11_56_2013-02-08,2441.131500000002
11_56_2013-02-15,2794.209000000001
11_56_2013-02-22,3113.3734999999997
11_56_2013-03-01,5962.706099999999
11_56_2013-03-08,6041.863899999999
11_56_2013-03-15,9038.715099999996
11_56_2013-03-22,8260.990300000007
11_56_2013-03-29,7962.9184000000005
11_56_2013-04-05,12910.63690000001
11_56_2013-04-12,11078.57360000001
11_56_2013-04-19,8444.723699999993
11_56_2013-04-26,14144.582600000022
11_56_2013-05-03,10248.434600000004
11_56_2013-05-10,10279.22879999999
11_56_2013-05-17,4494.6852
11_56_2013-05-24,4307.085199999999
11_56_2013-05-31,5805.583000000001
11_56_2013-06-07,4655.9768
11_56_2013-06-14,5506.4264
11_56_2013-06-21,2961.630200000004
11_56_2013-06-28,2643.6471000000042
11_56_2013-07-05,1934.4270999999999
11_56_2013-07-12,1220.243099999999
11_56_2013-07-19,1692.5512999999985
11_56_2013-07-26,1097.1044999999988
11_58_2012-11-02,2444.435
11_58_2012-11-09,2323.655
11_58_2012-11-16,2318.92
11_58_2012-11-23,3197.36
11_58_2012-11-30,2610.565
11_58_2012-12-07,3294.745
11_58_2012-12-14,3693.835
11_58_2012-12-21,3434.9547
11_58_2012-12-28,3898.72
11_58_2013-01-04,2357.14
11_58_2013-01-11,2002.2
11_58_2013-01-18,2037.16
11_58_2013-02-01,1895.055
11_58_2013-02-08,6443.81
11_58_2013-02-15,2107.71
11_58_2013-02-22,2051.92
11_58_2013-03-01,2447.66
11_58_2013-03-08,2239.725
11_58_2013-03-15,3016.38
11_58_2013-03-22,2733.745
11_58_2013-03-29,2604.19
11_58_2013-04-05,1884.775
11_58_2013-04-12,2116.815
11_58_2013-04-19,2110.18
11_58_2013-04-26,1991.01
11_58_2013-05-03,2580.035
11_58_2013-05-10,2095.1
11_58_2013-05-17,2774.1
11_58_2013-05-24,3220.25
11_58_2013-05-31,2840.14
11_58_2013-06-07,2474.52
11_58_2013-06-14,3044.88
11_58_2013-06-21,3176.045
11_58_2013-06-28,3037.01
11_58_2013-07-05,2463.425
11_58_2013-07-12,3111.535
11_58_2013-07-19,3371.63
11_58_2013-07-26,3107.85
11_59_2012-11-02,692.2533000000004
11_59_2012-11-09,590.9494000000002
11_59_2012-11-16,631.6165000000004
11_59_2012-11-23,1581.717700000001
11_59_2012-11-30,1212.349999999999
11_59_2012-12-07,2838.5480000000016
11_59_2012-12-14,7859.485200000005
11_59_2012-12-21,12432.916200000003
11_59_2012-12-28,6254.892899999998
11_59_2013-01-04,735.4290000000001
11_59_2013-01-11,458.67830000000004
11_59_2013-01-18,370.7054
11_59_2013-01-25,342.4969000000003
11_59_2013-02-01,414.67950000000025
11_59_2013-02-08,458.0131000000003
11_59_2013-02-15,432.42140000000006
11_59_2013-02-22,429.02469999999977
11_59_2013-03-01,408.3390999999998
11_59_2013-03-08,427.107
11_59_2013-03-15,408.20439999999996
11_59_2013-03-22,436.95220000000006
11_59_2013-03-29,405.97119999999995
11_59_2013-04-05,420.4375999999998
11_59_2013-04-12,394.6966999999997
11_59_2013-04-19,408.79099999999994
11_59_2013-04-26,435.44480000000016
11_59_2013-05-03,409.6470999999999
11_59_2013-05-10,367.61859999999996
11_59_2013-05-17,349.49969999999996
11_59_2013-05-24,374.7753
11_59_2013-05-31,392.3434
11_59_2013-06-07,373.36010000000016
11_59_2013-06-14,338.6626999999998
11_59_2013-06-21,346.9688999999998
11_59_2013-06-28,345.3317999999999
11_59_2013-07-05,373.5127000000001
11_59_2013-07-12,341.2279999999999
11_59_2013-07-19,373.52439999999996
11_59_2013-07-26,311.12589999999994
11_60_2012-11-02,253.99799999999985
11_60_2012-11-09,248.61999999999986
11_60_2012-11-16,203.6979999999999
11_60_2012-11-23,216.2719999999999
11_60_2012-11-30,194.35199999999998
11_60_2012-12-07,537.7680000000001
11_60_2012-12-14,572.25
11_60_2012-12-21,573.828
11_60_2012-12-28,181.205
11_60_2013-01-04,126.54799999999999
11_60_2013-01-11,145.966
11_60_2013-01-18,126.02
11_60_2013-01-25,130.61200000000002
11_60_2013-02-01,243.30599999999995
11_60_2013-02-08,263.35760000000005
11_60_2013-02-15,225.14199999999997
11_60_2013-02-22,178.57599999999994
11_60_2013-03-01,194.18
11_60_2013-03-08,263.214
11_60_2013-03-15,166.14800000000005
11_60_2013-03-22,235.692
11_60_2013-03-29,180.828
11_60_2013-04-05,225.67199999999994
11_60_2013-04-12,237.33999999999997
11_60_2013-04-19,173.55799999999996
11_60_2013-04-26,108.25400000000002
11_60_2013-05-03,223.584
11_60_2013-05-10,239.438
11_60_2013-05-17,201.638
11_60_2013-05-24,266.598
11_60_2013-05-31,162.04199999999994
11_60_2013-06-07,251.91
11_60_2013-06-14,287.002
11_60_2013-06-21,252.072
11_60_2013-06-28,256.218
11_60_2013-07-05,264.638
11_60_2013-07-12,228.278
11_60_2013-07-19,144.47400000000005
11_60_2013-07-26,173.33
11_67_2012-11-02,9865.179500000006
11_67_2012-11-09,9572.191600000013
11_67_2012-11-16,9844.495200000007
11_67_2012-11-23,9303.436599999997
11_67_2012-11-30,9885.521999999988
11_67_2012-12-07,14394.198300000004
11_67_2012-12-14,17530.222599999983
11_67_2012-12-21,22985.440800000004
11_67_2012-12-28,11907.574599999994
11_67_2013-01-04,7282.706899999997
11_67_2013-01-11,8408.545599999994
11_67_2013-01-18,7349.044800000001
11_67_2013-01-25,7187.4642000000085
11_67_2013-02-01,12240.054099999998
11_67_2013-02-08,14343.06029999998
11_67_2013-02-15,12459.344099999993
11_67_2013-02-22,14368.611700000003
11_67_2013-03-01,9434.713000000003
11_67_2013-03-08,8631.320399999999
11_67_2013-03-15,8334.888299999999
11_67_2013-03-22,8449.481000000005
11_67_2013-03-29,8595.914400000001
11_67_2013-04-05,11293.797099999992
11_67_2013-04-12,9931.257900000008
11_67_2013-04-19,10762.985200000014
11_67_2013-04-26,10298.086799999994
11_67_2013-05-03,19029.555999999982
11_67_2013-05-10,18708.720199999992
11_67_2013-05-17,17427.77589999999
11_67_2013-05-24,11640.6684
11_67_2013-05-31,14828.796400000001
11_67_2013-06-07,11547.10210000001
11_67_2013-06-14,12734.790600000006
11_67_2013-06-21,11293.609100000003
11_67_2013-06-28,12420.690799999993
11_67_2013-07-05,9016.898899999998
11_67_2013-07-12,8232.790900000004
11_67_2013-07-19,8396.559699999985
11_67_2013-07-26,7658.436200000007
11_71_2012-11-02,10123.624500000009
11_71_2012-11-09,9331.14650000001
11_71_2012-11-16,10046.717199999996
11_71_2012-11-23,12228.252600000002
11_71_2012-11-30,9197.7826
11_71_2012-12-07,9777.258499999993
11_71_2012-12-14,10999.995099999995
11_71_2012-12-21,11557.581899999992
11_71_2012-12-28,10139.887400000005
11_71_2013-01-04,7071.695200000001
11_71_2013-01-11,7629.919200000005
11_71_2013-01-18,7164.450599999999
11_71_2013-01-25,7119.720599999997
11_71_2013-02-01,12318.307000000006
11_71_2013-02-08,14882.226999999995
11_71_2013-02-15,12225.981300000003
11_71_2013-02-22,10830.005500000007
11_71_2013-03-01,11521.718500000006
11_71_2013-03-08,12005.660800000003
11_71_2013-03-15,11236.9053
11_71_2013-03-22,11053.210699999996
11_71_2013-03-29,10353.050400000002
11_71_2013-04-05,8989.267200000008
11_71_2013-04-12,9225.83160000001
11_71_2013-04-19,9195.403199999999
11_71_2013-04-26,7952.986799999995
11_71_2013-05-03,9823.7489
11_71_2013-05-10,10381.628200000001
11_71_2013-05-17,9728.561400000004
11_71_2013-05-24,9594.718500000006
11_71_2013-05-31,8857.490699999997
11_71_2013-06-07,10697.555100000003
11_71_2013-06-14,10034.134799999998
11_71_2013-06-21,11350.506999999998
11_71_2013-06-28,10493.161299999992
11_71_2013-07-05,11580.286100000005
11_71_2013-07-12,11303.825500000004
11_71_2013-07-19,10512.985700000005
11_71_2013-07-26,11565.534600000006
11_72_2012-11-02,80522.83510000004
11_72_2012-11-09,68884.92560000002
11_72_2012-11-16,73767.15200000006
11_72_2012-11-23,280057.8049000002
11_72_2012-11-30,70318.12889999995
11_72_2012-12-07,81889.31450000004
11_72_2012-12-14,110970.62940000002
11_72_2012-12-21,127306.01070000007
11_72_2012-12-28,84716.25189999996
11_72_2013-01-04,64530.76970000003
11_72_2013-01-11,65874.43369999998
11_72_2013-01-18,66702.60969999993
11_72_2013-01-25,70332.03939999994
11_72_2013-02-01,87498.55910000007
11_72_2013-02-08,112363.91389999997
11_72_2013-02-15,80886.69100000002
11_72_2013-02-22,78278.09990000004
11_72_2013-03-01,81463.38220000005
11_72_2013-03-08,78020.68660000004
11_72_2013-03-15,71756.35029999999
11_72_2013-03-22,71038.45050000002
11_72_2013-03-29,72221.0907
11_72_2013-04-05,62106.3787
11_72_2013-04-12,64696.22959999999
11_72_2013-04-19,59803.01060000001
11_72_2013-04-26,61917.01739999994
11_72_2013-05-03,62355.63900000003
11_72_2013-05-10,69210.1156
11_72_2013-05-17,63542.48590000004
11_72_2013-05-24,59715.70860000004
11_72_2013-05-31,58213.47989999998
11_72_2013-06-07,64362.00779999999
11_72_2013-06-14,63504.80390000004
11_72_2013-06-21,60289.96050000001
11_72_2013-06-28,64835.557400000005
11_72_2013-07-05,61576.52059999999
11_72_2013-07-12,63419.54119999999
11_72_2013-07-19,60047.208999999944
11_72_2013-07-26,61714.84749999998
11_74_2012-11-02,21283.59539999999
11_74_2012-11-09,19546.141199999973
11_74_2012-11-16,20139.21129999998
11_74_2012-11-23,28578.031700000007
11_74_2012-11-30,20234.82619999999
11_74_2012-12-07,20243.75869999998
11_74_2012-12-14,22156.23089999998
11_74_2012-12-21,21899.36429999997
11_74_2012-12-28,25674.09179999999
11_74_2013-01-04,30913.133099999995
11_74_2013-01-11,27346.23639999999
11_74_2013-01-18,23040.503800000017
11_74_2013-01-25,22435.52730000002
11_74_2013-02-01,27538.883400000013
11_74_2013-02-08,27979.48509999998
11_74_2013-02-15,27067.639999999985
11_74_2013-02-22,28691.84559999998
11_74_2013-03-01,28243.94629999999
11_74_2013-03-08,24487.3214
11_74_2013-03-15,25217.881100000017
11_74_2013-03-22,23872.894500000002
11_74_2013-03-29,23822.272800000002
11_74_2013-04-05,23347.418700000006
11_74_2013-04-12,23024.648200000007
11_74_2013-04-19,21577.16479999999
11_74_2013-04-26,21493.400100000003
11_74_2013-05-03,22242.74729999998
11_74_2013-05-10,22500.59390000002
11_74_2013-05-17,22090.41330000002
11_74_2013-05-24,21763.909099999997
11_74_2013-05-31,21274.913699999983
11_74_2013-06-07,23276.148300000037
11_74_2013-06-14,22121.269500000017
11_74_2013-06-21,23043.364800000032
11_74_2013-06-28,21778.722899999986
11_74_2013-07-05,23424.519500000002
11_74_2013-07-12,22391.6267
11_74_2013-07-19,22231.973200000004
11_74_2013-07-26,21959.912099999994
11_79_2012-11-02,36988.00389999997
11_79_2012-11-09,28955.546800000047
11_79_2012-11-16,30649.53400000004
11_79_2012-11-23,28351.06969999998
11_79_2012-11-30,29165.7968
11_79_2012-12-07,32856.782000000014
11_79_2012-12-14,34446.7021
11_79_2012-12-21,35226.05729999999
11_79_2012-12-28,30772.463699999986
11_79_2013-01-04,30334.606000000014
11_79_2013-01-11,29427.218799999995
11_79_2013-01-18,27437.528299999987
11_79_2013-01-25,26877.41259999996
11_79_2013-02-01,41333.19959999992
11_79_2013-02-08,40309.37389999993
11_79_2013-02-15,36109.08729999999
11_79_2013-02-22,33609.9528
11_79_2013-03-01,35441.47630000005
11_79_2013-03-08,37909.84939999995
11_79_2013-03-15,32866.5421
11_79_2013-03-22,36289.99550000002
11_79_2013-03-29,31961.021200000014
11_79_2013-04-05,32840.523700000005
11_79_2013-04-12,32557.095300000008
11_79_2013-04-19,29727.52810000004
11_79_2013-04-26,33567.14129999998
11_79_2013-05-03,31691.767600000006
11_79_2013-05-10,32265.5382
11_79_2013-05-17,31056.239700000016
11_79_2013-05-24,31259.5662
11_79_2013-05-31,29776.551799999997
11_79_2013-06-07,33986.685399999966
11_79_2013-06-14,32698.922199999986
11_79_2013-06-21,35307.24060000001
11_79_2013-06-28,31308.368499999982
11_79_2013-07-05,37269.928599999956
11_79_2013-07-12,30818.9199
11_79_2013-07-19,31117.0578
11_79_2013-07-26,30200.44799999999
11_80_2012-11-02,15074.341300000002
11_80_2012-11-09,14295.254200000007
11_80_2012-11-16,14304.393600000001
11_80_2012-11-23,13122.649500000001
11_80_2012-11-30,14540.601099999994
11_80_2012-12-07,14454.2766
11_80_2012-12-14,14918.214500000002
11_80_2012-12-21,14330.083500000002
11_80_2012-12-28,14437.634499999993
11_80_2013-01-04,14256.7402
11_80_2013-01-11,14553.693799999997
11_80_2013-01-18,14248.537599999996
11_80_2013-01-25,14222.828100000008
11_80_2013-02-01,14676.129099999993
11_80_2013-02-08,15746.333
11_80_2013-02-15,15260.173500000006
11_80_2013-02-22,15007.181299999998
11_80_2013-03-01,14743.768599999994
11_80_2013-03-08,14758.272000000004
11_80_2013-03-15,14228.606999999996
11_80_2013-03-22,14577.971600000006
11_80_2013-03-29,14619.235899999998
11_80_2013-04-05,15457.159400000004
11_80_2013-04-12,15401.3096
11_80_2013-04-19,14076.3073
11_80_2013-04-26,13797.947999999997
11_80_2013-05-03,14188.646499999999
11_80_2013-05-10,14564.569200000013
11_80_2013-05-17,14937.019400000012
11_80_2013-05-24,14411.554500000006
11_80_2013-05-31,13533.438600000016
11_80_2013-06-07,15044.962700000007
11_80_2013-06-14,14506.176599999999
11_80_2013-06-21,15350.02230000001
11_80_2013-06-28,14512.7578
11_80_2013-07-05,15750.326600000011
11_80_2013-07-12,14775.316200000003
11_80_2013-07-19,13789.567500000012
11_80_2013-07-26,14158.88920000001
11_81_2012-11-02,13096.2315
11_81_2012-11-09,12842.750699999999
11_81_2012-11-16,12925.942300000002
11_81_2012-11-23,12895.872999999996
11_81_2012-11-30,13694.117600000005
11_81_2012-12-07,12561.314199999999
11_81_2012-12-14,12309.893100000014
11_81_2012-12-21,12342.4468
11_81_2012-12-28,11013.700699999987
11_81_2013-01-04,12919.245599999991
11_81_2013-01-11,12943.499900000006
11_81_2013-01-18,12784.995899999998
11_81_2013-01-25,12745.769999999995
11_81_2013-02-01,12918.1651
11_81_2013-02-08,13132.696700000002
11_81_2013-02-15,13189.537900000003
11_81_2013-02-22,13114.3349
11_81_2013-03-01,13122.0317
11_81_2013-03-08,13151.955299999998
11_81_2013-03-15,13519.147799999993
11_81_2013-03-22,13384.696199999991
11_81_2013-03-29,13573.24219999999
11_81_2013-04-05,14353.933299999986
11_81_2013-04-12,14240.901099999992
11_81_2013-04-19,13314.564499999997
11_81_2013-04-26,13455.551400000008
11_81_2013-05-03,13834.914999999997
11_81_2013-05-10,13376.560200000002
11_81_2013-05-17,13593.660299999998
11_81_2013-05-24,13196.334999999994
11_81_2013-05-31,12645.701800000004
11_81_2013-06-07,13846.88340000001
11_81_2013-06-14,13903.204600000005
11_81_2013-06-21,14373.548799999999
11_81_2013-06-28,13863.292100000002
11_81_2013-07-05,14710.7452
11_81_2013-07-12,14064.819699999987
11_81_2013-07-19,13854.093599999995
11_81_2013-07-26,13421.40440000001
11_82_2012-11-02,23022.942799999983
11_82_2012-11-09,23145.281199999983
11_82_2012-11-16,23882.257599999983
11_82_2012-11-23,24949.635899999994
11_82_2012-11-30,22756.81850000001
11_82_2012-12-07,42335.69279999995
11_82_2012-12-14,66160.49009999995
11_82_2012-12-21,79254.15470000004
11_82_2012-12-28,34944.025499999996
11_82_2013-01-04,21352.181799999973
11_82_2013-01-11,21500.433699999972
11_82_2013-01-18,20116.487699999987
11_82_2013-01-25,19067.568199999994
11_82_2013-02-01,21542.958100000003
11_82_2013-02-08,22033.61329999999
11_82_2013-02-15,22985.81140000001
11_82_2013-02-22,22397.072999999993
11_82_2013-03-01,21903.53499999999
11_82_2013-03-08,22174.861100000027
11_82_2013-03-15,22511.418499999974
11_82_2013-03-22,23879.04309999999
11_82_2013-03-29,21939.25849999998
11_82_2013-04-05,22798.438199999993
11_82_2013-04-12,22827.0396
11_82_2013-04-19,22625.334800000004
11_82_2013-04-26,20713.707300000005
11_82_2013-05-03,23082.847799999985
11_82_2013-05-10,23786.616600000016
11_82_2013-05-17,24322.049600000013
11_82_2013-05-24,23558.95889999999
11_82_2013-05-31,21427.247800000016
11_82_2013-06-07,24621.799200000005
11_82_2013-06-14,24082.25009999997
11_82_2013-06-21,25878.32899999999
11_82_2013-06-28,23912.176399999982
11_82_2013-07-05,24022.1323
11_82_2013-07-12,23414.045599999972
11_82_2013-07-19,20504.3451
11_82_2013-07-26,22251.641499999994
11_83_2012-11-02,3109.9828999999986
11_83_2012-11-09,2806.477399999999
11_83_2012-11-16,3044.203599999999
11_83_2012-11-23,2571.845700000002
11_83_2012-11-30,2926.3814000000007
11_83_2012-12-07,3158.8008999999997
11_83_2012-12-14,2928.6430999999993
11_83_2012-12-21,3122.1352999999986
11_83_2012-12-28,3036.532499999999
11_83_2013-01-04,3833.304200000005
11_83_2013-01-11,3723.8951000000066
11_83_2013-01-18,3534.1246000000056
11_83_2013-01-25,3234.173399999999
11_83_2013-02-01,3867.7869999999994
11_83_2013-02-08,3897.187299999999
11_83_2013-02-15,3989.4150000000004
11_83_2013-02-22,4171.9108000000015
11_83_2013-03-01,4022.970500000006
11_83_2013-03-08,3856.406600000002
11_83_2013-03-15,3690.3099000000047
11_83_2013-03-22,3744.013100000001
11_83_2013-03-29,3766.694100000002
11_83_2013-04-05,4317.177400000001
11_83_2013-04-12,4105.462300000003
11_83_2013-04-19,3179.089800000002
11_83_2013-04-26,4031.288899999998
11_83_2013-05-03,3511.4120000000003
11_83_2013-05-10,3533.218500000002
11_83_2013-05-17,3413.027100000002
11_83_2013-05-24,2935.4703999999992
11_83_2013-05-31,2918.6584999999995
11_83_2013-06-07,3348.447099999999
11_83_2013-06-14,3230.2121999999986
11_83_2013-06-21,3313.197999999997
11_83_2013-06-28,3483.224200000001
11_83_2013-07-05,3789.7789000000007
11_83_2013-07-12,3390.1696000000006
11_83_2013-07-19,3430.401899999999
11_83_2013-07-26,3152.5267999999987
11_85_2012-11-02,1727.955800000001
11_85_2012-11-09,1702.4102999999998
11_85_2012-11-16,1881.6386000000011
11_85_2012-11-23,1932.046300000003
11_85_2012-11-30,2235.327499999999
11_85_2012-12-07,2545.070899999997
11_85_2012-12-14,3390.1611000000034
11_85_2012-12-21,3701.095599999998
11_85_2012-12-28,2065.5511000000015
11_85_2013-01-04,1598.3843000000006
11_85_2013-01-11,1675.2475000000009
11_85_2013-01-18,1479.0610000000001
11_85_2013-01-25,1428.7805000000005
11_85_2013-02-01,1226.7730000000013
11_85_2013-02-08,1196.1069000000014
11_85_2013-02-15,1375.5690000000004
11_85_2013-02-22,1560.4139000000002
11_85_2013-03-01,1598.1994000000016
11_85_2013-03-08,1389.105700000001
11_85_2013-03-15,1704.3650999999998
11_85_2013-03-22,1740.3750999999997
11_85_2013-03-29,1691.2949000000008
11_85_2013-04-05,1759.1479000000004
11_85_2013-04-12,1726.213900000001
11_85_2013-04-19,1779.7511000000013
11_85_2013-04-26,1878.4379999999999
11_85_2013-05-03,2014.3796000000002
11_85_2013-05-10,1724.8960999999993
11_85_2013-05-17,1791.3754000000013
11_85_2013-05-24,1957.264400000001
11_85_2013-05-31,2025.812100000001
11_85_2013-06-07,1716.5931000000012
11_85_2013-06-14,1986.7985000000012
11_85_2013-06-21,1863.6653000000017
11_85_2013-06-28,1848.0905000000005
11_85_2013-07-05,1817.2297000000012
11_85_2013-07-12,1778.8592000000017
11_85_2013-07-19,1998.6050999999993
11_85_2013-07-26,1619.5702000000006
11_87_2012-11-02,16756.7984
11_87_2012-11-09,15709.985299999991
11_87_2012-11-16,15641.277699999999
11_87_2012-11-23,15680.9844
11_87_2012-11-30,17022.373899999995
11_87_2012-12-07,15615.02739999999
11_87_2012-12-14,17548.21240000002
11_87_2012-12-21,16919.4188
11_87_2012-12-28,16961.228599999988
11_87_2013-01-04,15601.048099999996
11_87_2013-01-11,15446.800800000003
11_87_2013-01-18,15667.960500000012
11_87_2013-01-25,15478.869700000003
11_87_2013-02-01,18648.0622
11_87_2013-02-08,19969.188799999974
11_87_2013-02-15,17206.116400000003
11_87_2013-02-22,15284.297599999993
11_87_2013-03-01,15478.162900000005
11_87_2013-03-08,17082.5337
11_87_2013-03-15,15740.646500000008
11_87_2013-03-22,16066.559200000007
11_87_2013-03-29,15186.551300000003
11_87_2013-04-05,14766.559500000005
11_87_2013-04-12,16060.585700000003
11_87_2013-04-19,15731.789600000002
11_87_2013-04-26,15576.310100000004
11_87_2013-05-03,15963.319700000016
11_87_2013-05-10,16723.1684
11_87_2013-05-17,17384.599599999987
11_87_2013-05-24,17458.80130000001
11_87_2013-05-31,15554.094900000007
11_87_2013-06-07,18286.6627
11_87_2013-06-14,17500.723500000007
11_87_2013-06-21,19225.799399999996
11_87_2013-06-28,18255.064299999995
11_87_2013-07-05,17505.566099999996
11_87_2013-07-12,18607.430200000006
11_87_2013-07-19,16261.095500000014
11_87_2013-07-26,17984.902300000005
11_90_2012-11-02,51834.383000000016
11_90_2012-11-09,51559.109499999984
11_90_2012-11-16,51812.69350000002
11_90_2012-11-23,51009.808899999975
11_90_2012-11-30,52598.20200000001
11_90_2012-12-07,51600.409500000045
11_90_2012-12-14,53263.82020000005
11_90_2012-12-21,55544.642299999985
11_90_2012-12-28,50781.43479999999
11_90_2013-01-04,52840.58789999996
11_90_2013-01-11,52867.19189999998
11_90_2013-01-18,51562.58900000002
11_90_2013-01-25,50486.73230000001
11_90_2013-02-01,50734.76410000004
11_90_2013-02-08,52091.770100000045
11_90_2013-02-15,52104.519400000005
11_90_2013-02-22,52262.289899999974
11_90_2013-03-01,51253.19880000002
11_90_2013-03-08,49959.23500000001
11_90_2013-03-15,49505.113100000046
